@relation '2025-08-MD-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,25-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R25-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-Rlast-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R127-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R126-precision6-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,127,126-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R57,93,121-weka.filters.unsupervised.attribute.Standardize-weka.filters.unsupervised.attribute.Remove-R84-86,122-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.RemoveRange-V-R1-560-weka.filters.unsupervised.attribute.Remove-V-R24,27,29,26,30,31,33,99,102,109,62,63,65,68,69,6,5,9,82,83,86'

@attribute UEMPMEAN {'\'(-inf-14.9]\'','\'(14.9-27.8]\'','\'(27.8-inf)\''}
@attribute UEMP15OV numeric
@attribute UEMP27OV numeric
@attribute UEMP5TO14 numeric
@attribute CLAIMSx numeric
@attribute PAYEMS numeric
@attribute CES1021000001 numeric
@attribute CPIAUCSL numeric
@attribute CPIMEDSL numeric
@attribute PCEPI numeric
@attribute M1SL numeric
@attribute M2SL numeric
@attribute BOGMBASE numeric
@attribute BUSLOANS numeric
@attribute REALLN numeric
@attribute INDPRO numeric
@attribute RETAILx numeric
@attribute IPCONGD numeric
@attribute AAA numeric
@attribute BAA numeric
@attribute T10YFFM numeric

@data
'\'(14.9-27.8]\'',-0.186681,-0.23632,0.122336,-0.06103,0.435031,-0.778346,0.224265,0.069783,0.290483,-0.278861,-0.291563,-0.428656,-0.109741,-0.297677,0.355025,-0.023471,0.610321,0.250636,0.119662,0.216907
'\'(14.9-27.8]\'',-0.198891,-0.267361,0.276997,-0.146367,0.445036,-0.75858,0.227791,0.072057,0.29494,-0.279353,-0.289594,-0.430158,-0.101133,-0.294753,0.388778,-0.015826,0.63322,0.209612,0.068122,0.154163
'\'(14.9-27.8]\'',-0.215541,-0.275689,0.238892,-0.152679,0.455041,-0.75858,0.228966,0.076603,0.297198,-0.280643,-0.287087,-0.428772,-0.093214,-0.287488,0.407068,-0.007454,0.661888,0.299119,0.150585,0.198084
'\'(14.9-27.8]\'',-0.178911,-0.270389,0.089834,-0.117142,0.464415,-0.739546,0.230141,0.079445,0.299305,-0.282404,-0.284428,-0.426923,-0.083049,-0.280266,0.409478,-0.024511,0.621055,0.36625,0.205561,0.24828
'\'(14.9-27.8]\'',-0.209436,-0.311273,-0.054741,-0.132105,0.473,-0.722708,0.230141,0.082854,0.298328,-0.282425,-0.282375,-0.426056,-0.07626,-0.273803,0.42594,-0.025316,0.651805,0.310308,0.157457,0.141614
'\'(14.9-27.8]\'',-0.229416,-0.292345,0.073023,-0.124156,0.48108,-0.71978,0.233667,0.084559,0.301075,-0.281954,-0.279548,-0.424439,-0.071282,-0.267163,0.439541,-0.01245,0.648274,0.246906,0.09561,-0.03407
'\'(14.9-27.8]\'',-0.210546,-0.290831,-0.017757,-0.148705,0.490485,-0.700746,0.236018,0.086264,0.302357,-0.282077,-0.276536,-0.422532,-0.067615,-0.263281,0.464319,0.001931,0.6859,0.14621,0.002839,-0.178382
'\'(14.9-27.8]\'',-0.274372,-0.293102,0.011382,-0.102179,0.489601,-0.714656,0.240719,0.088538,0.304066,-0.28007,-0.270899,-0.421839,-0.060328,-0.259953,0.494516,0.002637,0.721907,0.176046,0.026891,-0.140736
'\'(14.9-27.8]\'',-0.235521,-0.293859,-0.008791,-0.172084,0.505035,-0.696354,0.24542,0.090811,0.309255,-0.28179,-0.268257,-0.421203,-0.051091,-0.253385,0.522281,0.009895,0.753269,0.14994,-0.014341,-0.197206
'\'(14.9-27.8]\'',-0.304342,-0.324144,-0.161211,-0.196633,0.516051,-0.688301,0.248946,0.094221,0.312064,-0.282056,-0.265027,-0.419875,-0.046217,-0.25003,0.549406,0.008803,0.818178,0.093997,-0.059008,-0.285048
'\'(14.9-27.8]\'',-0.378158,-0.396826,-0.092846,-0.175124,0.525582,-0.700746,0.251297,0.098767,0.312186,-0.280971,-0.261241,-0.415888,-0.038701,-0.247691,0.573884,0.005761,0.826651,0.045514,-0.110548,-0.391713
'\'(14.9-27.8]\'',-0.331537,-0.361999,-0.193713,-0.181436,0.535777,-0.68098,0.252472,0.103882,0.311728,-0.280684,-0.258195,-0.410977,-0.032161,-0.246244,0.587097,0.013694,0.813245,0.004489,-0.144907,-0.423085
'\'(14.9-27.8]\'',-0.369277,-0.353671,-0.202678,-0.144262,0.543888,-0.668535,0.254823,0.105587,0.312796,-0.280336,-0.254274,-0.412075,-0.019112,-0.244063,0.600879,0.017446,0.831728,-0.051453,-0.189575,-0.630142
'\'(14.9-27.8]\'',-0.382598,-0.382441,-0.215007,-0.154549,0.550548,-0.666339,0.254823,0.109565,0.311667,-0.279557,-0.248772,-0.413693,-0.010614,-0.236578,0.606438,0.016359,0.827012,-0.029076,-0.168959,-0.579946
'\'(-inf-14.9]\'',-0.403133,-0.411968,-0.154487,-0.173253,0.555219,-0.676588,0.254823,0.112975,0.312002,-0.279742,-0.244498,-0.412191,-0.006004,-0.228139,0.607748,0.022332,0.830063,-0.010429,-0.144907,-0.517202
'\'(-inf-14.9]\'',-0.567414,-0.438466,-0.215007,-0.191957,0.564088,-0.705139,0.257173,0.11809,0.314689,-0.279824,-0.24014,-0.4104,-0.008275,-0.22449,0.618552,0.040727,0.857202,-0.021617,-0.141471,-0.498379
'\'(-inf-14.9]\'',-0.559644,-0.471779,-0.179143,-0.191022,0.576713,-0.729297,0.261875,0.123205,0.317649,-0.279291,-0.236068,-0.409764,0.006164,-0.224048,0.639011,0.043789,0.872787,-0.021617,-0.151779,-0.517202
'\'(-inf-14.9]\'',-0.491379,-0.509634,-0.034568,-0.065706,0.583972,-0.743938,0.264225,0.126614,0.315818,-0.279865,-0.232753,-0.408089,0.024848,-0.223295,0.620291,0.055348,0.82827,-0.081289,-0.210191,-0.65524
'\'(-inf-14.9]\'',-0.511359,-0.485407,-0.117502,-0.089086,0.588233,-0.778346,0.268926,0.130593,0.32116,-0.28011,-0.229438,-0.405604,0.03272,-0.220764,0.607841,0.046694,0.790257,-0.07383,-0.203319,-0.667789
'\'(-inf-14.9]\'',-0.484164,-0.487678,-0.164573,-0.184476,0.598806,-0.787863,0.271277,0.135139,0.324151,-0.279947,-0.225248,-0.40416,0.040379,-0.217239,0.672131,0.037502,0.908611,-0.085018,-0.206755,-0.749356
'\'(-inf-14.9]\'',-0.449753,-0.413482,-0.139917,-0.224689,0.605056,-0.823002,0.272452,0.139686,0.3229,-0.279127,-0.218686,-0.402023,0.050791,-0.215542,0.669196,0.05065,0.880232,-0.129772,-0.223935,-1.056804
'\'(-inf-14.9]\'',-0.508584,-0.457394,-0.225093,-0.193827,0.611494,-0.854482,0.277154,0.143664,0.327661,-0.277878,-0.211921,-0.399712,0.074252,-0.2113,0.690984,0.070853,0.895035,-0.140961,-0.193011,-0.956413
'\'(-inf-14.9]\'',-0.504144,-0.444523,-0.125348,-0.168577,0.620174,-0.889621,0.279504,0.146505,0.327753,-0.276055,-0.205409,-0.396419,0.087814,-0.20081,0.688042,0.078263,0.865402,-0.126043,-0.138035,-0.617593
'\'(-inf-14.9]\'',-0.521349,-0.499035,-0.340529,-0.168577,0.631915,-0.905727,0.28303,0.149915,0.329951,-0.276034,-0.200529,-0.391739,0.084173,-0.19482,0.700995,0.091578,0.86694,-0.196903,-0.175831,-0.636416
'\'(-inf-14.9]\'',-0.559644,-0.566417,-0.130951,-0.120883,0.635198,-0.976006,0.286556,0.153325,0.333003,-0.2754,-0.195919,-0.390872,0.082718,-0.191103,0.714282,0.092252,0.909788,-0.189444,-0.155215,-0.561123
'\'(-inf-14.9]\'',-0.525789,-0.500549,-0.183626,-0.236379,0.648422,-1.023591,0.286556,0.157872,0.331782,-0.275686,-0.192082,-0.391739,0.080416,-0.189687,0.732991,0.108332,0.928284,-0.129772,-0.120856,-0.467006
'\'(-inf-14.9]\'',-0.569634,-0.566417,-0.229576,-0.230534,0.652083,-1.042624,0.287731,0.161281,0.33343,-0.275707,-0.190938,-0.389081,0.091036,-0.186174,0.739893,0.115339,0.919191,-0.047724,-0.072752,-0.354067
'\'(-inf-14.9]\'',-0.565194,-0.578531,-0.293458,-0.203647,0.663509,-1.087281,0.30066,0.165828,0.343961,-0.274683,-0.186092,-0.386655,0.094098,-0.183049,0.747136,0.125483,0.913451,-0.040265,-0.089932,-0.341518
'\'(-inf-14.9]\'',-0.551319,-0.563388,-0.359582,-0.235911,0.670358,-1.131205,0.301835,0.169238,0.345396,-0.274232,-0.181936,-0.383535,0.088185,-0.177957,0.767125,0.13457,0.951574,0.067891,-0.007469,-0.115638
'\'(-inf-14.9]\'',-0.485274,-0.492221,-0.377514,-0.271448,0.678911,-1.158292,0.301835,0.173216,0.346067,-0.275051,-0.178251,-0.381571,0.097334,-0.174543,0.764978,0.139597,0.910668,0.179776,0.09561,0.097693
'\'(-inf-14.9]\'',-0.546879,-0.552789,-0.366306,-0.252745,0.689548,-1.159756,0.310062,0.178331,0.351897,-0.275195,-0.17364,-0.378798,0.107972,-0.170537,0.784205,0.149704,0.894695,0.164858,0.071558,-0.115638
'\'(-inf-14.9]\'',-0.579069,-0.572474,-0.320356,-0.286645,0.694313,-1.15756,0.314763,0.182877,0.355896,-0.275174,-0.170729,-0.377296,0.120927,-0.161835,0.798672,0.163191,0.949874,0.243177,0.140277,-0.071717
'\'(-inf-14.9]\'',-0.582399,-0.570202,-0.308028,-0.29249,0.700626,-1.172934,0.32299,0.187424,0.363802,-0.275727,-0.16802,-0.374176,0.128388,-0.151196,0.784968,0.169384,0.915605,0.239447,0.157457,-0.178382
'\'(-inf-14.9]\'',-0.588504,-0.558846,-0.294579,-0.288282,0.71344,-1.169273,0.326516,0.190834,0.367526,-0.274334,-0.163998,-0.369612,0.132242,-0.13931,0.827178,0.168271,0.999669,0.299119,0.219305,-0.046619
'\'(-inf-14.9]\'',-0.621805,-0.590644,-0.375272,-0.328729,0.722562,-1.159756,0.330042,0.19538,0.36951,-0.272819,-0.160785,-0.359155,0.15954,-0.131801,0.845013,0.185604,0.997345,0.228259,0.140277,-0.234852
'\'(-inf-14.9]\'',-0.62347,-0.592158,-0.555711,-0.343926,0.732535,-1.151703,0.334743,0.201063,0.374668,-0.270463,-0.156157,-0.341996,0.160653,-0.110374,0.871867,0.212663,1.044612,0.299119,0.154021,-0.002698
'\'(-inf-14.9]\'',-0.620695,-0.561117,-0.404411,-0.297634,0.739731,-1.150239,0.34062,0.205041,0.380712,-0.270484,-0.151395,-0.34812,0.164271,-0.098159,0.869306,0.203435,0.986357,0.384898,0.202125,0.141614
'\'(-inf-14.9]\'',-0.665095,-0.630771,-0.221731,-0.272617,0.743203,-1.148043,0.348847,0.210156,0.387733,-0.273249,-0.149157,-0.361928,0.180183,-0.092426,0.880976,0.225074,1.019584,0.347603,0.188381,-0.121912
'\'(-inf-14.9]\'',-0.658435,-0.6179,-0.368548,-0.36146,0.758448,-1.148775,0.3606,0.216976,0.397317,-0.273474,-0.143975,-0.362448,0.192423,-0.077521,0.894244,0.242491,1.003587,0.347603,0.215869,-0.360341
'\'(-inf-14.9]\'',-0.68674,-0.653484,-0.29682,-0.37619,0.767254,-1.11876,0.359425,0.220954,0.395455,-0.271815,-0.134535,-0.361581,0.202854,-0.06448,0.915817,0.216614,1.040541,0.332685,0.226176,-0.636416
'\'(-inf-14.9]\'',-0.65122,-0.620171,-0.222852,-0.326391,0.77426,-1.10119,0.36295,0.225501,0.397317,-0.274007,-0.136571,-0.360426,0.223693,-0.051025,0.925765,0.226673,1.048529,0.463217,0.397975,-0.510928
'\'(-inf-14.9]\'',-0.697285,-0.632285,-0.399928,-0.285476,0.772903,-1.109243,0.374703,0.231752,0.404918,-0.274478,-0.133559,-0.359617,0.237062,-0.039689,0.928249,0.23586,1.051869,0.343873,0.253664,-0.887394
'\'(-inf-14.9]\'',-0.64123,-0.578531,-0.320356,-0.266772,0.778142,-1.090941,0.38058,0.236867,0.410565,-0.274294,-0.13058,-0.358346,0.244059,-0.03116,0.92216,0.225059,1.032846,0.336414,0.208997,-0.92504
'\'(-inf-14.9]\'',-0.612925,-0.570202,-0.243025,-0.183774,0.778332,-1.090209,0.38058,0.243687,0.410412,-0.274969,-0.125835,-0.358808,0.247781,-0.023979,0.913045,0.23134,1.012544,0.299119,0.178073,-1.03798
'\'(-inf-14.9]\'',-0.670645,-0.6179,-0.407773,-0.242457,0.781614,-1.05507,0.391158,0.248801,0.420119,-0.275072,-0.119811,-0.358577,0.249269,-0.017768,0.927542,0.250351,1.054618,0.325226,0.208997,-1.069353
'\'(-inf-14.9]\'',-0.64456,-0.632285,-0.43243,-0.238717,0.782056,-1.036036,0.394684,0.253348,0.423201,-0.275277,-0.117102,-0.35771,0.255475,-0.018567,0.914858,0.249389,1.007305,0.299119,0.205561,-1.100725
'\'(-inf-14.9]\'',-0.65677,-0.658026,-0.358461,-0.083241,0.788495,-1.044821,0.398209,0.256758,0.426376,-0.276567,-0.115184,-0.354822,0.25861,-0.013026,0.915613,0.241608,1.020808,0.261824,0.184945,-1.113274
'\'(-inf-14.9]\'',-0.649,-0.620928,-0.319235,-0.028299,0.793545,-1.054338,0.402911,0.261873,0.429856,-0.277345,-0.107629,-0.3502,0.264741,-0.009226,0.903966,0.238933,1.044068,0.172317,0.09561,-1.345428
'\'(-inf-14.9]\'',-0.625135,-0.595187,-0.172419,-0.056354,0.793134,-1.025055,0.414664,0.270966,0.440875,-0.275686,-0.099097,-0.349969,0.276462,-0.006857,0.88713,0.262673,1.007479,0.14994,0.064686,-1.132097
'\'(-inf-14.9]\'',-0.559089,-0.566417,-0.3876,0.089769,0.795817,-1.00236,0.419365,0.277217,0.444416,-0.274765,-0.092585,-0.351586,0.276157,0.000077,0.864713,0.261346,0.9798,0.131292,0.044071,-0.862296
'\'(-inf-14.9]\'',-0.542439,-0.580045,-0.056983,0.164351,0.794649,-0.983327,0.42054,0.283468,0.444629,-0.273187,-0.08286,-0.349738,0.273944,0.007894,0.856327,0.246677,0.979048,0.086538,0.033763,-0.881119
'\'(-inf-14.9]\'',-0.554649,-0.567931,-0.134313,0.209006,0.78537,-0.984791,0.424066,0.289151,0.448658,-0.27159,-0.07204,-0.348236,0.269629,0.015602,0.84448,0.270663,0.993487,0.168587,0.11279,-0.404262
'\'(-inf-14.9]\'',-0.552984,-0.634556,-0.072673,0.198485,0.783855,-0.984791,0.434644,0.294266,0.454702,-0.271221,-0.07236,-0.345809,0.26332,0.022741,0.8268,0.277765,0.993742,0.202153,0.11279,0.122791
'\'(-inf-14.9]\'',-0.536334,-0.569445,-0.095088,0.21111,0.780383,-0.985523,0.439345,0.300518,0.458762,-0.269644,-0.065124,-0.34396,0.24844,0.025175,0.80905,0.270998,0.995382,0.161128,0.07843,0.204358
'\'(-inf-14.9]\'',-0.469178,-0.575502,0.086472,0.214851,0.776343,-0.979666,0.435819,0.302791,0.457999,-0.267043,-0.060093,-0.339974,0.238327,0.026492,0.788846,0.263807,0.971663,0.142481,0.07843,0.304749
'\'(-inf-14.9]\'',-0.353737,-0.458151,0.086472,0.214851,0.771609,-0.994308,0.435819,0.311316,0.457724,-0.264728,-0.054422,-0.336277,0.228214,0.026965,0.785952,0.27719,0.982227,0.101456,0.037199,0.210633
'\'(-inf-14.9]\'',-0.304342,-0.486921,0.269152,0.387861,0.763466,-1.00236,0.444046,0.31643,0.449879,-0.253361,-0.035677,-0.321949,0.232361,0.03298,0.768109,0.240574,0.958874,0.157399,0.099046,0.423964
'\'(-inf-14.9]\'',-0.231081,-0.418782,0.472006,0.601786,0.75365,-1.030179,0.43817,0.322682,0.457968,-0.261554,-0.037579,-0.328882,0.214233,0.033709,0.758124,0.344983,0.981177,0.105186,0.057814,0.68749
'\'(-inf-14.9]\'',-0.1001,-0.269632,0.511232,0.446311,0.743929,-1.036036,0.436994,0.328933,0.456412,-0.260468,-0.030225,-0.326397,0.20116,0.046175,0.738912,0.300047,0.974757,0.082809,0.023455,0.988663
'\'(-inf-14.9]\'',-0.030169,-0.25449,0.770122,0.302759,0.738848,-1.056534,0.435819,0.33348,0.454031,-0.257969,-0.021307,-0.319869,0.186193,0.058264,0.737646,0.28055,0.999282,0.008219,0.105918,1.434148
'\'(-inf-14.9]\'',0.044201,-0.196193,0.556061,0.263948,0.734934,-1.027983,0.439345,0.342573,0.456106,-0.256433,-0.017874,-0.318136,0.175176,0.057761,0.760282,0.284903,1.043987,-0.07383,0.044071,1.459246
'\'(14.9-27.8]\'',0.060851,-0.187865,0.52356,0.219527,0.731052,-1.069711,0.442871,0.345983,0.459983,-0.256453,-0.012944,-0.317674,0.180257,0.063451,0.760075,0.293965,1.015199,-0.088748,0.050942,1.371404
'\'(14.9-27.8]\'',0.122457,-0.100041,0.507869,0.296212,0.73061,-1.116564,0.448747,0.351666,0.46624,-0.2559,-0.010959,-0.315132,0.174627,0.066362,0.784823,0.289836,1.052494,0.023137,0.126534,1.609833
'\'(14.9-27.8]\'',0.196273,-0.003889,0.854177,0.360974,0.727233,-1.129009,0.45815,0.359054,0.475916,-0.257211,-0.010942,-0.312589,0.159896,0.072003,0.800523,0.305869,1.04782,0.004489,0.099046,1.553363
'\'(14.9-27.8]\'',0.260098,0.084692,0.531405,0.266286,0.727769,-1.150971,0.4605,0.365874,0.477443,-0.25672,-0.006533,-0.309585,0.148074,0.076769,0.814739,0.294472,1.062802,0.00076,0.119662,1.521991
'\'(14.9-27.8]\'',0.291179,0.135418,0.609856,0.164351,0.729063,-1.178058,0.461676,0.369852,0.480342,-0.2559,-0.002326,-0.306466,0.139629,0.091484,0.842082,0.302101,1.10842,-0.043994,0.071558,1.377679
'\'(14.9-27.8]\'',0.259543,0.092264,0.400279,0.158739,0.726223,-1.188307,0.466377,0.380081,0.48547,-0.254712,0.004859,-0.303404,0.130305,0.102565,0.840971,0.321619,1.110902,-0.081289,0.054378,1.214543
'\'(14.9-27.8]\'',0.215698,0.083935,0.465281,0.194277,0.726191,-1.190503,0.472253,0.384628,0.490049,-0.25717,0.01196,-0.303115,0.125109,0.119288,0.837526,0.330623,1.08222,-0.140961,-0.055572,0.963566
'\'(14.9-27.8]\'',0.262318,0.089235,0.466402,0.268624,0.723698,-1.202949,0.475779,0.389743,0.494261,-0.255327,0.016015,-0.302768,0.117458,0.139126,0.840738,0.305435,1.087787,-0.22301,-0.11742,0.712588
'\'(14.9-27.8]\'',0.301724,0.144504,0.450712,0.259272,0.727296,-1.19636,0.48048,0.399404,0.498535,-0.253709,0.023536,-0.301901,0.113197,0.163917,0.831911,0.315239,1.080525,-0.159608,-0.004033,0.756509
'\'(14.9-27.8]\'',0.312824,0.212643,0.442867,0.18773,0.727264,-1.192699,0.484006,0.40736,0.500855,-0.252562,0.032118,-0.298088,0.11029,0.182914,0.850265,0.317684,1.114789,-0.163338,-0.041829,1.08278
'\'(14.9-27.8]\'',0.42882,0.349679,0.537009,0.290835,0.722498,-1.202216,0.487532,0.412475,0.503113,-0.250391,0.035702,-0.291907,0.107045,0.200984,0.831608,0.334605,1.072745,-0.200633,-0.10024,1.132975
'\'(14.9-27.8]\'',0.370544,0.225514,0.529163,0.200823,0.725907,-1.211001,0.496935,0.415885,0.510134,-0.248936,0.041221,-0.291849,0.098868,0.215601,0.859228,0.345114,1.128595,-0.215551,-0.1346,1.145524
'\'(14.9-27.8]\'',0.367769,0.304253,0.561665,0.275638,0.721741,-1.207341,0.508688,0.41759,0.520054,-0.246704,0.047296,-0.290867,0.087171,0.23409,0.863433,0.324415,1.146343,-0.2976,-0.234242,1.038859
'\'(14.9-27.8]\'',0.367769,0.254284,0.512352,0.352324,0.715239,-1.233696,0.512214,0.419863,0.526128,-0.246479,0.050695,-0.288382,0.082571,0.243189,0.854184,0.342606,1.146539,-0.319977,-0.272038,0.988663
'\'(14.9-27.8]\'',0.471555,0.35195,0.617702,0.393706,0.713251,-1.257854,0.503986,0.423273,0.522099,-0.244287,0.056938,-0.285898,0.079393,0.255865,0.833107,0.347183,1.110358,-0.375919,-0.306398,1.076505
'\'(14.9-27.8]\'',0.454905,0.353464,0.584079,0.336426,0.714008,-1.239552,0.500461,0.430093,0.519383,-0.240436,0.067,-0.28353,0.065381,0.269715,0.831956,0.350141,1.097725,-0.569853,-0.467888,0.831802
'\'(14.9-27.8]\'',0.584776,0.482929,0.711844,0.325905,0.713661,-1.233696,0.502811,0.435208,0.521947,-0.237937,0.073209,-0.282778,0.057113,0.280444,0.836382,0.371316,1.10593,-0.66309,-0.533171,0.706314
'\'(14.9-27.8]\'',0.629732,0.38602,0.567268,0.277976,0.713629,-1.227107,0.509863,0.442596,0.528906,-0.236606,0.081118,-0.281276,0.062025,0.295497,0.853677,0.384568,1.150129,-0.469156,-0.385425,1.245915
'\'(14.9-27.8]\'',0.587551,0.403433,0.577355,0.225138,0.712651,-1.232231,0.519265,0.44771,0.536934,-0.234783,0.090861,-0.27937,0.047504,0.320014,0.846512,0.402257,1.113782,-0.323706,-0.251422,1.528265
'\'(14.9-27.8]\'',0.548146,0.417818,0.745466,0.203161,0.715807,-1.234428,0.526317,0.456235,0.544382,-0.234619,0.08625,-0.279254,0.035401,0.327894,0.868296,0.398751,1.150524,-0.383378,-0.327013,1.427874
'\'(14.9-27.8]\'',0.528721,0.376178,0.541491,0.140036,0.721709,-1.214662,0.523967,0.459645,0.544687,-0.234496,0.084618,-0.277117,0.019422,0.315088,0.872848,0.395009,1.12098,-0.390837,-0.347629,1.440423
'\'(14.9-27.8]\'',0.511516,0.411761,0.447349,0.051193,0.723003,-1.204413,0.525142,0.465328,0.547709,-0.23423,0.085543,-0.273766,0.012989,0.3089,0.895854,0.401426,1.151646,-0.409484,-0.371681,1.452972
'\'(14.9-27.8]\'',0.481545,0.354979,0.38683,0.028982,0.726412,-1.197824,0.531018,0.474421,0.55299,-0.232776,0.085257,-0.268682,0.015296,0.312855,0.897582,0.408058,1.157501,-0.420673,-0.392297,1.446697
'\'(14.9-27.8]\'',0.480435,0.339837,0.290446,0.0381,0.731683,-1.186843,0.540421,0.478968,0.562269,-0.232817,0.086637,-0.270415,0.007216,0.323277,0.903267,0.414804,1.172352,-0.450509,-0.447272,1.358855
'\'(14.9-27.8]\'',0.416055,0.298196,0.365536,0.040672,0.733703,-1.170005,0.545122,0.486924,0.567397,-0.229663,0.093317,-0.27105,0.004254,0.338315,0.924462,0.424848,1.195675,-0.465427,-0.505683,1.30866
'\'(14.9-27.8]\'',0.452685,0.394348,0.363294,-0.047003,0.743771,-1.132669,0.549823,0.494312,0.571121,-0.228167,0.099392,-0.270184,-0.001897,0.359261,0.911039,0.453882,1.152942,-0.528828,-0.560659,1.158073
'\'(14.9-27.8]\'',0.262318,0.259584,0.325189,-0.017778,0.752388,-1.114368,0.553349,0.5017,0.575608,-0.227328,0.106308,-0.267642,-0.007877,0.389582,0.924322,0.44284,1.1798,-0.379648,-0.4404,1.484344
'\'(14.9-27.8]\'',0.335579,0.255041,0.300533,-0.074123,0.761383,-1.083621,0.562751,0.506246,0.583483,-0.227225,0.119231,-0.265446,-0.010281,0.412646,0.949814,0.462332,1.198993,-0.264034,-0.340757,1.716498
'\'(14.9-27.8]\'',0.350564,0.291382,0.310619,-0.014271,0.764445,-1.079228,0.570979,0.513066,0.590412,-0.2253,0.119601,-0.262153,-0.002481,0.427094,0.923189,0.452084,1.136506,-0.275223,-0.330449,1.703949
'\'(14.9-27.8]\'',0.232903,0.165703,0.307257,-0.042327,0.766307,-1.050677,0.573329,0.518749,0.592671,-0.225689,0.121822,-0.25834,0.00833,0.429115,0.948545,0.465431,1.150095,-0.346083,-0.385425,1.415325
'\'(14.9-27.8]\'',0.192943,0.134661,0.507869,-0.052847,0.769053,-1.040428,0.574504,0.524432,0.593922,-0.222924,0.126298,-0.258398,0.014571,0.442493,0.951502,0.462875,1.169462,-0.409484,-0.4404,1.170622
'\'(14.9-27.8]\'',0.228463,0.181602,0.186218,-0.069213,0.773818,-1.029447,0.581556,0.530684,0.598745,-0.221244,0.132086,-0.255509,0.019306,0.458949,0.955395,0.495557,1.16653,-0.480345,-0.505683,0.963566
'\'(14.9-27.8]\'',0.301169,0.2081,0.216478,-0.08441,0.78455,-1.04116,0.593309,0.536935,0.609245,-0.221285,0.13673,-0.254527,0.022387,0.475494,0.986269,0.50094,1.211783,-0.476615,-0.526299,0.850626
'\'(14.9-27.8]\'',0.256213,0.181602,0.256824,-0.108959,0.786854,-1.008217,0.603887,0.540913,0.618708,-0.218848,0.141206,-0.250714,0.032621,0.492639,0.994856,0.511621,1.205512,-0.457968,-0.529735,0.80043
'\'(14.9-27.8]\'',0.237898,0.144504,0.177252,-0.125325,0.790799,-0.985523,0.603887,0.547165,0.62002,-0.218479,0.144269,-0.247363,0.043529,0.508398,1.022243,0.533318,1.238221,-0.476615,-0.546915,0.681216
'\'(14.9-27.8]\'',0.195718,0.140718,0.210874,-0.040456,0.795596,-0.948187,0.602712,0.553416,0.623256,-0.220302,0.145329,-0.247999,0.062822,0.522086,1.034716,0.515551,1.249507,-0.51764,-0.591582,0.599648
'\'(14.9-27.8]\'',0.220693,0.125576,0.263548,-0.18845,0.80355,-0.918904,0.612114,0.561941,0.630124,-0.219483,0.146692,-0.249328,0.075128,0.538576,1.060341,0.536642,1.278829,-0.577312,-0.660302,0.430238
'\'(14.9-27.8]\'',0.176848,0.149803,0.244496,-0.093762,0.807306,-0.888157,0.620341,0.569329,0.637541,-0.219524,0.148257,-0.248981,0.092531,0.563664,1.055293,0.541193,1.256182,-0.502722,-0.577839,0.555727
